Iteration,Epoch,Training Loss,Training Accuracy,Test Accuracy,Gradient Norm
139,5,0.04620302802324295,0.568,0.635,0.3982461460011682
140,5,0.04620302802324295,0.568,0.635,0.8605978441928255
141,5,0.04620302802324295,0.568,0.635,0.2046627613552723
142,5,0.04620302802324295,0.568,0.635,0.5762425431486874
143,5,0.04620302802324295,0.568,0.635,0.5600375083373055
144,5,0.04620302802324295,0.568,0.635,0.11420212296728428
145,5,0.04620302802324295,0.568,0.635,0.4472405969150971
146,5,0.04620302802324295,0.568,0.635,0.4356038684935835
147,5,0.04620302802324295,0.568,0.635,0.3519096053451919
148,5,0.04620302802324295,0.568,0.635,0.13819741776328484
149,5,0.04620302802324295,0.568,0.635,0.4800975985519521
150,5,0.04620302802324295,0.568,0.635,0.25652398894953377
151,5,0.04620302802324295,0.568,0.635,0.6893467854898485
152,5,0.04620302802324295,0.568,0.635,0.36134256836057727
153,5,0.04620302802324295,0.568,0.635,0.34211554379052694
154,5,0.04620302802324295,0.568,0.635,0.9767198570766177
155,5,0.04620302802324295,0.568,0.635,0.15349641482168885
156,5,0.04620302802324295,0.568,0.635,0.22860604268720752
157,5,0.04620302802324295,0.568,0.635,0.18524276975898504
158,5,0.04620302802324295,0.568,0.635,0.525586169967401
159,5,0.04620302802324295,0.568,0.635,0.2073524805567918
160,6,0.04011136245727539,0.519,0.57,0.18773802030980435
161,6,0.04011136245727539,0.519,0.57,0.2871107065416637
162,6,0.04011136245727539,0.519,0.57,1.0810267981219126
163,6,0.04011136245727539,0.519,0.57,0.4087910235334597
164,6,0.04011136245727539,0.519,0.57,0.22920238038349214
165,6,0.04011136245727539,0.519,0.57,0.4539384345185462
166,6,0.04011136245727539,0.519,0.57,0.23391585263219689
167,6,0.04011136245727539,0.519,0.57,0.3833493262839541
168,6,0.04011136245727539,0.519,0.57,0.1445189336660111
169,6,0.04011136245727539,0.519,0.57,0.04247006979772844
170,6,0.04011136245727539,0.519,0.57,0.11856297683722451
171,6,0.04011136245727539,0.519,0.57,0.11297953605476994
172,6,0.04011136245727539,0.519,0.57,0.08164343832398331
173,6,0.04011136245727539,0.519,0.57,0.10869019858536373
174,6,0.04011136245727539,0.519,0.57,0.3693837671636414
175,6,0.04011136245727539,0.519,0.57,0.04509516487896667
176,6,0.04011136245727539,0.519,0.57,0.37596323350795996
177,6,0.04011136245727539,0.519,0.57,0.12710771624487027
178,6,0.04011136245727539,0.519,0.57,0.18761750609852107
179,6,0.04011136245727539,0.519,0.57,0.814600048741975
180,6,0.04011136245727539,0.519,0.57,0.18244890437800906
181,6,0.04011136245727539,0.519,0.57,0.3138166200296228
182,6,0.04011136245727539,0.519,0.57,0.21959011145416626
183,6,0.04011136245727539,0.519,0.57,0.1648444135183708
184,6,0.04011136245727539,0.519,0.57,0.5519894733963001
185,6,0.04011136245727539,0.519,0.57,0.634523937697204
186,6,0.04011136245727539,0.519,0.57,0.23141045864040824
187,6,0.04011136245727539,0.519,0.57,0.07303494310426097
188,6,0.04011136245727539,0.519,0.57,0.2672762096722799
189,6,0.04011136245727539,0.519,0.57,0.4602091751985755
190,6,0.04011136245727539,0.519,0.57,0.2436549064396662
191,6,0.04011136245727539,0.519,0.57,0.1192395527601179
192,7,0.03421611973643303,0.516,0.555,0.06712079623033429
193,7,0.03421611973643303,0.516,0.555,0.1626114982659152
194,7,0.03421611973643303,0.516,0.555,0.3225408454463109
195,7,0.03421611973643303,0.516,0.555,0.47316902640176084
196,7,0.03421611973643303,0.516,0.555,0.24558116463996313
197,7,0.03421611973643303,0.516,0.555,0.3741746947971711
198,7,0.03421611973643303,0.516,0.555,0.15979465001033408
199,7,0.03421611973643303,0.516,0.555,0.3084466389240742
200,7,0.03421611973643303,0.516,0.555,0.387615341183057
201,7,0.03421611973643303,0.516,0.555,0.4372437623988952
202,7,0.03421611973643303,0.516,0.555,0.4302031593970255
203,7,0.03421611973643303,0.516,0.555,0.06920566935559415
204,7,0.03421611973643303,0.516,0.555,0.19141374275408324
205,7,0.03421611973643303,0.516,0.555,0.19105091161590756
206,7,0.03421611973643303,0.516,0.555,0.334971152367765
207,7,0.03421611973643303,0.516,0.555,0.41646996311270873
208,7,0.03421611973643303,0.516,0.555,0.1329547295322208
209,7,0.03421611973643303,0.516,0.555,0.2309977978344952
210,7,0.03421611973643303,0.516,0.555,0.3620482956214157
211,7,0.03421611973643303,0.516,0.555,0.37546548290096887
212,7,0.03421611973643303,0.516,0.555,0.19792785943055222
213,7,0.03421611973643303,0.516,0.555,0.4839811615068333
214,7,0.03421611973643303,0.516,0.555,0.42019613797935407
215,7,0.03421611973643303,0.516,0.555,0.3787281632417521
216,7,0.03421611973643303,0.516,0.555,0.2647523174846587
217,7,0.03421611973643303,0.516,0.555,0.6067790535374004
218,7,0.03421611973643303,0.516,0.555,0.2662051094765841
219,7,0.03421611973643303,0.516,0.555,0.1191959266202521
220,7,0.03421611973643303,0.516,0.555,0.06516589811903999
221,7,0.03421611973643303,0.516,0.555,0.11695474336588241
222,7,0.03421611973643303,0.516,0.555,0.20379571826409457
223,7,0.03421611973643303,0.516,0.555,0.6451866776132908
224,8,0.029854813560843466,0.535,0.58,0.1857856802686482
225,8,0.029854813560843466,0.535,0.58,0.44536512470919826
226,8,0.029854813560843466,0.535,0.58,0.12247426996652627
227,8,0.029854813560843466,0.535,0.58,0.7930431936282399
228,8,0.029854813560843466,0.535,0.58,0.20140052661650165
229,8,0.029854813560843466,0.535,0.58,0.48537582005911256
230,8,0.029854813560843466,0.535,0.58,0.5781707176143388
231,8,0.029854813560843466,0.535,0.58,0.4441672066441813
232,8,0.029854813560843466,0.535,0.58,0.25776864827603574
233,8,0.029854813560843466,0.535,0.58,0.2866459228085386
234,8,0.029854813560843466,0.535,0.58,0.24187139678366504
235,8,0.029854813560843466,0.535,0.58,0.7873302082365028
236,8,0.029854813560843466,0.535,0.58,0.734881286918858
237,8,0.029854813560843466,0.535,0.58,0.343723796000932
238,8,0.029854813560843466,0.535,0.58,0.15952184861386856
239,8,0.029854813560843466,0.535,0.58,0.2534210972249976
240,8,0.029854813560843466,0.535,0.58,0.16123576482185706
241,8,0.029854813560843466,0.535,0.58,0.3022956865548178
242,8,0.029854813560843466,0.535,0.58,0.3124802937734912
243,8,0.029854813560843466,0.535,0.58,0.41662518893330686
244,8,0.029854813560843466,0.535,0.58,0.3158943863469644
245,8,0.029854813560843466,0.535,0.58,0.18967671928025956
246,8,0.029854813560843466,0.535,0.58,0.21084252945232457
247,8,0.029854813560843466,0.535,0.58,0.37842758494630563
248,8,0.029854813560843466,0.535,0.58,0.18870670309706336
249,8,0.029854813560843466,0.535,0.58,0.16431127268597312
250,8,0.029854813560843466,0.535,0.58,0.4207801079268778
251,8,0.029854813560843466,0.535,0.58,0.14056304867897867
252,8,0.029854813560843466,0.535,0.58,0.3333741070813488
253,8,0.029854813560843466,0.535,0.58,0.08957164469659666
254,8,0.029854813560843466,0.535,0.58,0.6233282342091471
255,8,0.029854813560843466,0.535,0.58,1.192632188249996
256,9,0.02515536977350712,0.53,0.565,0.4981465717146594
257,9,0.02515536977350712,0.53,0.565,0.31446731810747175
258,9,0.02515536977350712,0.53,0.565,0.5879759832122675
259,9,0.02515536977350712,0.53,0.565,0.22428759808303292
260,9,0.02515536977350712,0.53,0.565,0.4489619535314669
261,9,0.02515536977350712,0.53,0.565,0.2560266004868658
262,9,0.02515536977350712,0.53,0.565,0.49026132477352674
263,9,0.02515536977350712,0.53,0.565,0.06554271386382071
264,9,0.02515536977350712,0.53,0.565,0.05673330588600273
265,9,0.02515536977350712,0.53,0.565,0.1076609433791178
266,9,0.02515536977350712,0.53,0.565,0.07508542738369162
267,9,0.02515536977350712,0.53,0.565,0.3596800007571
268,9,0.02515536977350712,0.53,0.565,0.06782206877153324
269,9,0.02515536977350712,0.53,0.565,0.09912556815283569
270,9,0.02515536977350712,0.53,0.565,0.09730973662705428
271,9,0.02515536977350712,0.53,0.565,0.31758982793796453
272,9,0.02515536977350712,0.53,0.565,0.17232097966410767
273,9,0.02515536977350712,0.53,0.565,0.12868778948020226
274,9,0.02515536977350712,0.53,0.565,0.15842308395843457
275,9,0.02515536977350712,0.53,0.565,0.1141426660047971
276,9,0.02515536977350712,0.53,0.565,0.3151118805438482
277,9,0.02515536977350712,0.53,0.565,0.24351559382738103
278,9,0.02515536977350712,0.53,0.565,0.08906544487265615
279,9,0.02515536977350712,0.53,0.565,0.4037329621070728
280,9,0.02515536977350712,0.53,0.565,0.5396091563218641
281,9,0.02515536977350712,0.53,0.565,0.49776293473030614
282,9,0.02515536977350712,0.53,0.565,0.18079149266771039
283,9,0.02515536977350712,0.53,0.565,0.2619611673159792
284,9,0.02515536977350712,0.53,0.565,0.37084220953267977
285,9,0.02515536977350712,0.53,0.565,0.10340477227106853
286,9,0.02515536977350712,0.53,0.565,0.144413503430465
287,9,0.02515536977350712,0.53,0.565,0.21905836175211887
288,10,0.0215732087045908,0.542,0.58,0.2738223521985013
289,10,0.0215732087045908,0.542,0.58,0.08819298688899119
290,10,0.0215732087045908,0.542,0.58,0.22744399432153922
291,10,0.0215732087045908,0.542,0.58,0.10029973876328913
292,10,0.0215732087045908,0.542,0.58,0.19764044770932657
293,10,0.0215732087045908,0.542,0.58,0.6700844813822063
294,10,0.0215732087045908,0.542,0.58,0.046127486424552236
295,10,0.0215732087045908,0.542,0.58,0.05842177067725602
296,10,0.0215732087045908,0.542,0.58,0.18537805392381154
297,10,0.0215732087045908,0.542,0.58,0.08455050467664327
298,10,0.0215732087045908,0.542,0.58,0.24954516872729585
299,10,0.0215732087045908,0.542,0.58,0.15693635460731023
300,10,0.0215732087045908,0.542,0.58,0.06231038067023798
301,10,0.0215732087045908,0.542,0.58,0.10875563610514814
302,10,0.0215732087045908,0.542,0.58,0.23375473833081836
303,10,0.0215732087045908,0.542,0.58,0.4143772458720187
304,10,0.0215732087045908,0.542,0.58,0.20859244932106352
305,10,0.0215732087045908,0.542,0.58,0.23683462264081329
306,10,0.0215732087045908,0.542,0.58,0.3149890224854212
307,10,0.0215732087045908,0.542,0.58,0.33009036861316204
308,10,0.0215732087045908,0.542,0.58,0.15107933906701784
309,10,0.0215732087045908,0.542,0.58,0.3308944422843911
310,10,0.0215732087045908,0.542,0.58,0.29962931012400057
311,10,0.0215732087045908,0.542,0.58,0.09062890963969811
312,10,0.0215732087045908,0.542,0.58,0.18586491775565994
313,10,0.0215732087045908,0.542,0.58,0.10459506694069325
314,10,0.0215732087045908,0.542,0.58,0.09017586881837422
315,10,0.0215732087045908,0.542,0.58,0.11712319838715458
316,10,0.0215732087045908,0.542,0.58,0.1474931818619271
317,10,0.0215732087045908,0.542,0.58,0.2836410594553774
318,10,0.0215732087045908,0.542,0.58,0.14271580219910932
319,10,0.0215732087045908,0.542,0.58,0.1385536460703355
320,11,0.018441023107618092,0.542,0.58,0.06347494988377839
321,11,0.018441023107618092,0.542,0.58,0.09393885102236736
322,11,0.018441023107618092,0.542,0.58,0.06807591410557612
323,11,0.018441023107618092,0.542,0.58,0.10731072390113704
324,11,0.018441023107618092,0.542,0.58,0.3737611590027665
325,11,0.018441023107618092,0.542,0.58,0.26047909012650106
326,11,0.018441023107618092,0.542,0.58,0.20861056194607358
327,11,0.018441023107618092,0.542,0.58,0.07160617959362897
328,11,0.018441023107618092,0.542,0.58,0.2448317801663381
329,11,0.018441023107618092,0.542,0.58,0.06825304836720164
330,11,0.018441023107618092,0.542,0.58,0.2817072518500347
331,11,0.018441023107618092,0.542,0.58,0.030756558395926413
332,11,0.018441023107618092,0.542,0.58,0.32705478761945905
333,11,0.018441023107618092,0.542,0.58,0.0625118031004228
334,11,0.018441023107618092,0.542,0.58,0.15753113642019456
335,11,0.018441023107618092,0.542,0.58,0.33630677384474406
336,11,0.018441023107618092,0.542,0.58,0.15117631346922678
337,11,0.018441023107618092,0.542,0.58,0.5224314609815662
338,11,0.018441023107618092,0.542,0.58,0.07595806405072356
339,11,0.018441023107618092,0.542,0.58,0.14992123355051973
340,11,0.018441023107618092,0.542,0.58,0.13312002491289648
341,11,0.018441023107618092,0.542,0.58,0.3046196437803465
342,11,0.018441023107618092,0.542,0.58,0.03482159854461015
343,11,0.018441023107618092,0.542,0.58,0.06848546911795954
344,11,0.018441023107618092,0.542,0.58,0.1298001444172613
345,11,0.018441023107618092,0.542,0.58,0.12456396642272
346,11,0.018441023107618092,0.542,0.58,0.11023025703260961
347,11,0.018441023107618092,0.542,0.58,0.10359399196162214
348,11,0.018441023107618092,0.542,0.58,0.10197501147698808
349,11,0.018441023107618092,0.542,0.58,0.24243548866103215
350,11,0.018441023107618092,0.542,0.58,0.5124917477822014
351,11,0.018441023107618092,0.542,0.58,0.07423518465272327
352,12,0.016079362243413924,0.541,0.59,0.3258266504895869
353,12,0.016079362243413924,0.541,0.59,0.6101675007996686
354,12,0.016079362243413924,0.541,0.59,0.2779179857484648
355,12,0.016079362243413924,0.541,0.59,0.2209561120712239
356,12,0.016079362243413924,0.541,0.59,0.1606633784645022
357,12,0.016079362243413924,0.541,0.59,0.4066576471345803
358,12,0.016079362243413924,0.541,0.59,0.6440564537960359
359,12,0.016079362243413924,0.541,0.59,0.07087648939582956
360,12,0.016079362243413924,0.541,0.59,0.21910866735844503
361,12,0.016079362243413924,0.541,0.59,0.13430427987508303
362,12,0.016079362243413924,0.541,0.59,0.08003449830752345
363,12,0.016079362243413924,0.541,0.59,0.537128821474433
364,12,0.016079362243413924,0.541,0.59,0.07724659452179987
365,12,0.016079362243413924,0.541,0.59,0.5211156630053737
366,12,0.016079362243413924,0.541,0.59,0.3357563205343438
367,12,0.016079362243413924,0.541,0.59,0.4353732744597571
368,12,0.016079362243413924,0.541,0.59,0.31246205725179105
369,12,0.016079362243413924,0.541,0.59,0.08759773619980143
370,12,0.016079362243413924,0.541,0.59,0.09047924673447545
371,12,0.016079362243413924,0.541,0.59,0.1931635790867923
372,12,0.016079362243413924,0.541,0.59,0.20615528959894763
373,12,0.016079362243413924,0.541,0.59,0.08922115074318597
374,12,0.016079362243413924,0.541,0.59,0.40539048486508317
375,12,0.016079362243413924,0.541,0.59,0.07349225180752551
376,12,0.016079362243413924,0.541,0.59,0.15966242159387212
377,12,0.016079362243413924,0.541,0.59,0.2519972571725958
378,12,0.016079362243413924,0.541,0.59,0.2167957388653257
379,12,0.016079362243413924,0.541,0.59,0.37963454708698646
380,12,0.016079362243413924,0.541,0.59,0.3337526716834874
381,12,0.016079362243413924,0.541,0.59,0.20749413293787305
382,12,0.016079362243413924,0.541,0.59,0.2014105978759304
383,12,0.016079362243413924,0.541,0.59,0.32357797347436357
384,13,0.014052705705165864,0.563,0.615,0.12277809475693763
385,13,0.014052705705165864,0.563,0.615,0.20336741605672878
386,13,0.014052705705165864,0.563,0.615,0.48280928004718165
387,13,0.014052705705165864,0.563,0.615,0.09085705681984789
388,13,0.014052705705165864,0.563,0.615,0.26648949101615754
389,13,0.014052705705165864,0.563,0.615,0.06601226397542391
390,13,0.014052705705165864,0.563,0.615,0.05431503071272463
391,13,0.014052705705165864,0.563,0.615,0.6723848802330092
392,13,0.014052705705165864,0.563,0.615,0.236455120096226
393,13,0.014052705705165864,0.563,0.615,0.10287884106422651
394,13,0.014052705705165864,0.563,0.615,0.22933435024805032
395,13,0.014052705705165864,0.563,0.615,0.4018228835590906
396,13,0.014052705705165864,0.563,0.615,0.07990876481215078
397,13,0.014052705705165864,0.563,0.615,0.047177612271065636
398,13,0.014052705705165864,0.563,0.615,0.0557774660503182
399,13,0.014052705705165864,0.563,0.615,0.4384836400627396
400,13,0.014052705705165864,0.563,0.615,0.2732279128282713
401,13,0.014052705705165864,0.563,0.615,0.594866574033953
402,13,0.014052705705165864,0.563,0.615,0.23733973265468553
403,13,0.014052705705165864,0.563,0.615,0.11210772674311392
404,13,0.014052705705165864,0.563,0.615,0.3687935205676734
405,13,0.014052705705165864,0.563,0.615,0.09581963571889009
406,13,0.014052705705165864,0.563,0.615,0.3110778456329042
407,13,0.014052705705165864,0.563,0.615,0.17727524668185268
408,13,0.014052705705165864,0.563,0.615,0.20146582816927586
409,13,0.014052705705165864,0.563,0.615,0.13448171914430312
410,13,0.014052705705165864,0.563,0.615,0.3372972291750721
411,13,0.014052705705165864,0.563,0.615,0.17460345448037246
412,13,0.014052705705165864,0.563,0.615,0.11051411473381165
413,13,0.014052705705165864,0.563,0.615,0.18204893111395354
414,13,0.014052705705165864,0.563,0.615,0.7219438212173477
415,13,0.014052705705165864,0.563,0.615,0.18489185096408017
416,14,0.012214797966182233,0.564,0.57,0.14011314575528946
417,14,0.012214797966182233,0.564,0.57,0.10888169454802506
418,14,0.012214797966182233,0.564,0.57,0.0510620073005996
419,14,0.012214797966182233,0.564,0.57,0.04764685943464827
420,14,0.012214797966182233,0.564,0.57,0.09191011528333129
421,14,0.012214797966182233,0.564,0.57,0.12498669084597566
422,14,0.012214797966182233,0.564,0.57,0.1530401960181753
423,14,0.012214797966182233,0.564,0.57,0.09533338349646107
424,14,0.012214797966182233,0.564,0.57,0.29235560765248475
425,14,0.012214797966182233,0.564,0.57,0.06501291188656325
426,14,0.012214797966182233,0.564,0.57,0.4638503122555278
427,14,0.012214797966182233,0.564,0.57,0.2516203313994755
428,14,0.012214797966182233,0.564,0.57,0.08086447288685372
429,14,0.012214797966182233,0.564,0.57,0.2550414472874863
430,14,0.012214797966182233,0.564,0.57,0.041353780130487364
431,14,0.012214797966182233,0.564,0.57,0.21861764248193258
432,14,0.012214797966182233,0.564,0.57,0.16491758027328454
433,14,0.012214797966182233,0.564,0.57,0.23854002757267176
434,14,0.012214797966182233,0.564,0.57,0.09997635130219498
435,14,0.012214797966182233,0.564,0.57,0.18148670835354283
436,14,0.012214797966182233,0.564,0.57,0.2215323516399616
437,14,0.012214797966182233,0.564,0.57,0.05850361237833482
438,14,0.012214797966182233,0.564,0.57,0.12129470286695818
439,14,0.012214797966182233,0.564,0.57,0.29617659410434566
440,14,0.012214797966182233,0.564,0.57,0.04060511489616554
441,14,0.012214797966182233,0.564,0.57,0.09437748786934154
442,14,0.012214797966182233,0.564,0.57,0.3441896713872388
443,14,0.012214797966182233,0.564,0.57,0.3355887221914861
444,14,0.012214797966182233,0.564,0.57,0.307702512232415
445,14,0.012214797966182233,0.564,0.57,0.2709152043506429
446,14,0.012214797966182233,0.564,0.57,0.24746087160964278
447,14,0.012214797966182233,0.564,0.57,0.43037198430812706
448,15,0.010890738636255264,0.584,0.615,0.10772370574458813
449,15,0.010890738636255264,0.584,0.615,0.31386846914592526
450,15,0.010890738636255264,0.584,0.615,0.21825671984544848
451,15,0.010890738636255264,0.584,0.615,0.06908583591481947
452,15,0.010890738636255264,0.584,0.615,0.20118477424913989
453,15,0.010890738636255264,0.584,0.615,0.10463222700078935
454,15,0.010890738636255264,0.584,0.615,0.0435769917294895
455,15,0.010890738636255264,0.584,0.615,0.2850015703186832
456,15,0.010890738636255264,0.584,0.615,0.029544710533623918
457,15,0.010890738636255264,0.584,0.615,0.1289523766830089
458,15,0.010890738636255264,0.584,0.615,0.15195110268336398
459,15,0.010890738636255264,0.584,0.615,0.23909714974780683
460,15,0.010890738636255264,0.584,0.615,0.13150836616494885
461,15,0.010890738636255264,0.584,0.615,0.19110980956712598
462,15,0.010890738636255264,0.584,0.615,0.35917787837212706
463,15,0.010890738636255264,0.584,0.615,0.03434390129710726
